episod,total_reward
388,20.50048503368415
389,20.4375386628122
390,20.498842858664645
391,20.321149187117157
392,20.340614589154054
393,20.543258074519244
394,20.349877399453796
395,20.549526408143777
396,20.41392476855154
397,20.67928809080323
398,20.66630486631131
399,20.56522176872577
400,20.391873396947812
401,20.809998808253198
402,20.470196235357832
403,20.41526412611554
404,20.4483005279345
405,20.57193097004886
406,20.578409895282924
407,20.377791103875204
408,20.532234358366686
409,20.302707582775536
410,20.476939755031587
411,20.416800485286736
412,20.349310883345265
413,20.632250470494384
414,20.394001532489476
415,20.509317044740516
416,20.457048409516943
417,20.460595986234303
418,20.506791733310692
419,20.417665272904195
420,20.38639697951831
421,20.4513197508114
422,20.20338947267173
423,20.327386655490045
424,20.374026363440894
425,20.26735692237678
426,20.306160966666358
427,20.520024504873604
428,20.265685312876975
429,20.410430084362908
430,20.258457024248212
431,20.538800030494784
432,20.32000388002415
433,20.499050824883234
434,20.606987124243375
435,20.50059294555905
436,20.338661866757885
437,20.301525458722004
438,20.284573980912153
439,20.4252437301859
440,20.6496524923815
441,20.204667019397206
442,20.469981604595517
443,20.422135611031443
444,20.396053234875172
445,20.472424492735282
446,20.55264223713517
447,20.413151057111833
448,20.466684060667202
449,20.35663091430074
450,20.418650347026134
451,20.431584380336737
452,20.506713785190694
453,20.54680916653956
454,20.634716567284407
455,20.358494882354638
456,20.550120010493796
457,20.45296127254875
458,20.2611372990812
459,20.666408830625464
460,20.4899120903401
461,20.46214711788931
462,20.33556029108382
463,20.47327748074984
464,20.532353740385098
465,20.422435359328375
466,20.41308888542448
467,20.443441069985102
468,20.413722929823415
469,20.38453352635259
470,20.545625912680695
471,20.394506544832225
472,20.568489118139563
473,20.469512971071573
474,20.533368398892335
475,20.499039066671862
476,20.595148713104294
477,20.463196642234468
478,20.671835261629255
479,20.488254939228074
480,20.460613809499613
481,20.395831405186257
482,20.67307895402442
483,20.54291010887869
484,20.63397544585031
485,20.574715408765126
486,20.815026971552747
487,20.896748726760734
488,20.780532637987783
489,20.923670041746007
490,20.732976160277058
491,21.00741603693899
492,21.143832045270578
493,21.09541654235226
494,20.982462184912194
495,20.996584281443887
496,21.0749338850254
497,21.13498847120182
498,21.134383181014496
499,21.120919824314864
500,20.979178996523224
501,21.0030524693288
502,21.228197029953186
503,20.77521312325114
504,21.1386227457762
505,21.386270560546677
506,21.363912360618546
507,21.326542146120616
508,21.121180278641585
509,21.205127539731066
510,21.276051138893713
511,21.25699682035272
512,21.280979383698654
513,21.108153672971405
514,21.050904509241875
515,21.0994113740803
516,20.84979115215024
517,21.013500078800163
518,20.970140747730333
519,20.83183654656552
520,20.824545905803173
521,20.782121078174335
522,20.844764474995632
523,20.883480995797374
524,20.806324481694535
525,20.98741111760665
526,20.804479801150947
527,20.701737829041704
528,20.716976652373216
529,21.05106966338473
530,20.833360882613395
531,20.738717643425762
532,20.755690016948193
533,20.919618812604178
534,20.978063116683995
535,20.785570676306218
536,20.92941274519012
537,21.125310787201123
538,20.855900430616558
539,20.850776573147307
540,21.02332063701578
541,20.880238136930554
542,20.951168371794836
543,20.945916270327267
544,20.68408141015406
545,20.78658025013347
546,20.77499963689165
547,21.11119585860894
548,20.84749814307751
549,21.022372835145944
550,20.977045304125024
551,20.836270016355805
552,20.79249127112839
553,21.119540577017528
554,20.846783779336437
555,20.861614965249686
556,21.04772389305533
557,21.0672229627106
558,21.0863077968153
559,21.065539315185937
560,21.318365157622846
561,22.342416859282345
562,22.357808200007852
563,22.476863657867785
564,26.375801595017126
565,22.719766824566495
566,22.57671087969932
567,22.357421908021955
568,23.776323767570137
569,23.664168041981714
570,24.53318909506733
571,24.331316676269726
572,24.000952330073247
573,24.000254677224174
574,24.113489263111052
575,22.589897662372852
576,22.38902898776788
577,22.4004012013827
578,22.292422458304497
579,21.38562079121153
580,19.319911670213425
581,20.31268279810558
582,20.138281752980266
583,20.16147928314282
584,18.558887050352787
585,17.76258050916135
586,18.51865178516247
587,17.150109078350333
588,19.648300525007706
589,21.205468460824868
590,21.333620949384784
591,21.07793128131599
592,18.937929730601745
593,20.195934379825733
594,21.25236616292137
595,22.644543907378964
596,22.59119789755489
597,22.39542610424079
598,21.430139950151787
599,21.335479779846924
600,21.338586761496483
601,21.18235014133844
602,22.324669838132827
603,21.213091169642585
604,21.350339301985226
605,21.15290883325595
606,21.338733153240966
607,21.162159685932032
608,21.10804169690749
609,21.19035687007399
610,21.107148731080645
611,21.159127309474634
612,21.185335091475256
613,21.142360605668188
614,21.00777739371192
615,21.062845378357387
616,21.169462632272417
617,21.085925820614413
618,21.33735829394495
619,21.309108964945263
620,21.472740554988874
621,21.29620345781186
622,21.16877715922788
623,21.372533102148164
624,21.410730115494395
625,21.686825561269767
626,21.3432771199412
627,21.403320175092773
628,21.34985142257459
629,21.660213888539644
630,21.506669637595166
631,21.38069473647191
632,21.317549155872356
633,21.16274526608318
634,21.39009072137256
635,21.201338289530444
636,21.265601838445924
637,21.637379808109444
638,21.313527562997773
639,21.360225116263585
640,21.27784851979719
641,21.26848780320763
642,21.521025695274837
643,21.275164464483325
644,21.31519673252909
645,21.406082458262727
646,21.163525870509723
647,21.271997292465958
648,21.383993010724744
649,21.388534642488633
650,21.289310985147154
651,21.258921799855326
652,21.139474687080977
653,21.436408779925884
654,21.370209033840432
655,21.22958739807713
656,21.499269698480905
657,21.418033971836856
658,21.2875594795084
659,21.502115577772344
660,21.319376412098464
661,21.308470570055526
662,21.25804645506792
663,21.28638297943987
664,21.318945889611467
665,21.144286950997838
666,21.112941645530086
667,21.269637209418253
668,21.43956437818453
669,21.094263397953945
670,21.41853534941168
671,21.48927029442831
672,21.17454671013763
673,21.22912391022961
674,21.305872622035025
675,21.342660730148154
676,21.450809180879688
677,21.365924506425188
678,21.24788073149219
679,21.304382394326364
680,21.414317525181872
681,21.315766592276308
682,21.472002693625623
683,21.59963575712589
684,21.380389357818025
685,21.341465681661152
686,21.53767774060528
687,21.4089602233893
688,21.397380616338438
689,21.36714724730826
690,21.808081616959917
691,21.319909591632833
692,22.019685135243545
693,21.712606477805664
694,21.24812173806619
695,21.878121113563466
696,21.227315130989886
697,21.238479109880796
698,21.52783128316243
699,21.25992413942133
700,21.684143140800842
701,21.300066092626793
702,21.224763559531368
703,21.477484399065315
704,22.147802737358788
705,21.282329447220697
706,21.142881268432554
707,21.348684245095143
708,20.983057724097545
709,21.119600660595385
710,21.975811376528558
711,21.57398328332525
712,21.311172254528717
713,21.97022571106931
714,21.228264472558784
715,21.378659227012
716,21.91474299301023
717,21.60264343224169
718,21.167293039634128
719,21.168592867603504
720,21.60111111145104
721,21.331164838597687
722,21.92296724538599
723,21.183193115523707
724,21.38209935078694
725,21.482830516694527
726,21.391754476018416
727,21.233037881296326
728,21.09819293047699
729,21.84359071957393
730,21.777317698955358
731,21.30317860157232
732,21.131462998162206
733,21.150319423292537
734,21.084987209677696
735,21.40170546346137
736,21.401231870880878
737,21.217195217269467
738,21.35354794457735
739,21.410573546567132
740,21.31568663453816
741,21.136624574025177
742,21.65283696752104
743,21.339188389724562
744,21.380743974126148
745,22.060699046267455
746,21.175848177238155
747,21.026332271412738
748,21.20277878076336
749,21.13524226453169
750,21.44432365376128
751,22.046518265750493
752,21.90835251148168
753,21.25085933749916
754,21.086014918571202
755,20.974830606834765
756,21.13203522839338
757,21.751630362412417
758,21.857191895529688
759,21.853953636303366
760,21.533778194677772
761,21.31787555163668
762,21.930304490282985
763,21.26636397113927
764,21.976538940710302
765,21.301744061099786
766,21.166443515040058
767,21.237671839995798
768,21.72772974989345
769,21.21908496037462
770,21.316296834939912
771,21.641754435369428
772,21.789110993133043
773,21.248812286039797
774,21.14025018956692
775,21.13465463884956
776,21.109444303984567
777,21.40474099096609
778,21.274882486340655
779,21.74796874570456
780,21.160423787802223
781,21.56807901544656
782,21.181159880645716
783,21.180533567827414
784,21.42589415351423
785,21.41727448950929
786,21.003784472777983
787,21.471908084809044
788,21.381445870379125
789,21.43603468178516
790,21.5585678932769
791,21.433962734416298
792,21.224676109726722
793,21.158704244741067
794,21.236851655195622
795,21.221618169503515
796,21.4169366293693
797,21.36793431877492
798,21.1364702366005
799,21.359771439499124
800,21.367430810927566
801,21.834112665538555
802,21.22890080967881
803,21.100650326482267
804,21.024649155358887
805,21.435435537469466
806,21.47451773452071
807,21.912246479363755
808,21.123063865373688
809,21.098351897340965
810,21.058596341792217
811,21.851302511184063
812,21.19773398720472
813,21.217851615710373
814,21.524978017298658
815,20.966908569354132
816,21.91835733032744
817,21.549683727315475
818,21.273465472563093
819,21.177014203917402
820,21.505415295260395
821,21.138686143398672
822,21.161688097564824
823,21.843774533440506
824,21.27504356782228
825,21.34957884424245
826,21.467287771137528
827,21.31689395940907
828,21.27386257856351
829,21.620109007692356
830,21.267532614696734
831,21.230815772158195
832,21.395812194636484
833,21.33639904063142
834,21.18615398641648
835,21.01204832092469
836,21.47560338604591
837,21.82626634289079
838,21.68615005440249
839,21.429580400929922
840,20.983988425055944
841,21.032775960440304
842,21.3542559402049
843,21.26105361893548
844,21.237683172068493
845,21.265610414454517
846,21.168377036682234
847,21.465311578288183
848,21.12805910397482
849,21.247553360295186
850,21.03821220386662
851,21.06535096212634
852,21.08365108466098
853,21.205333710710633
854,21.16278451000424
855,21.093212980197297
856,21.130522122210515
857,21.722571068482377
858,21.03802348452281
859,21.232460641234727
860,21.254129913235847
861,21.794222158777078
862,21.123308400058423
863,21.187363212145197
864,21.227860959511183
865,21.308016540116384
866,21.980841151206516
867,21.175471794890754
868,21.173325101148308
869,21.339793802329513
870,21.366220644188758
871,21.3808253826614
872,21.961188319662067
873,21.160761421986884
874,21.78512335542295
875,21.509505613721068
876,21.95203572850719
877,21.84187933066156
878,21.55610808042287
879,21.8424055938036
880,21.241735855963373
881,21.824577662230897
882,21.510147343110713
883,21.581076420252504
884,21.244657461717534
885,21.05217054302365
886,21.23012883868126
887,21.25694286095441
888,21.544902888034827
889,21.357134757591766
890,20.976270039567787
891,21.207034557250754
892,21.198740518692553
893,21.239908989128345
894,21.202483957818416
895,21.085084540637315
896,21.875374556204612
897,21.486486147561255
898,21.180315655674015
899,21.27211750983749
900,21.121931934963776
901,21.19687842469107
902,21.57329623140791
903,21.83306800999949
904,21.30283850101806
905,21.87547097503856
906,21.28849778787711
907,21.250252394063253
908,21.291844250698798
909,21.11812625594207
910,21.471754104730483
911,21.60099735586472
912,21.355646584132174
913,21.341469423124824
914,21.31421408916577
915,21.141321242533937
916,21.061631715716707
917,21.310221636361455
918,21.22427562467078
919,21.08683752277113
920,21.33217633656717
921,21.196892952508716
922,21.42982122925771
923,21.23864985177729
924,22.030404473166897
925,21.21824866869535
926,21.752251582688004
927,21.036153020570374
928,21.057547002252665
929,21.422431316654976
930,21.397461062779197
931,21.183023581991932
932,21.175423815071827
933,21.5555274739874
934,21.284673967128022
935,21.324755597564078
936,21.490094597652224
937,21.16857982358812
938,21.103586459458597
939,21.82349676950801
940,21.911296354342458
941,21.653613156324223
942,21.192116653012484
943,21.435703677730984
944,21.449286891362107
945,21.243636617774293
946,21.366501143272817
947,21.178557639040122
948,21.238575051329967
949,21.2668299629279
950,21.440599920832348
951,21.37143495264879
952,21.061646220386358
953,21.201746927149657
954,21.17237636868282
955,21.6595846983604
956,21.193752264601056
957,21.12789591412683
958,21.146700959483802
959,21.623237449140483
960,21.388341718167
961,21.592032111908168
962,21.543956640928048
963,21.044001397497357
964,21.197068680146646
965,21.418727019662608
966,21.059739832104942
967,21.270075208585418
968,21.35886734435342
969,21.96538057445882
970,21.06213808466529
971,21.29200967168332
972,21.7700434522839
973,21.11943643664226
974,21.309614963625933
975,21.19221231664599
976,21.100526037898916
977,21.378631697289787
978,21.713087668609198
979,21.22379882242125
980,21.240579577968653
981,21.88155312234378
982,21.10670579923762
983,21.376809161722655
984,21.328508768064026
985,21.286945811868744
986,21.472619396326433
987,21.604190202044173
988,21.634337688915046
989,21.192419244043073
990,21.356994052300152
991,21.24929066019207
992,21.231504053104032
993,21.246449807153464
994,21.545177858131
995,21.10012060830062
996,22.02880742024492
997,21.77997868099947
998,21.805442335435096
999,21.255253493931015
1000,21.142001479548714
